video_id,comment_text,like_count,published_at,channel_id,channel_type,title,sentiment_score,sentiment_label
UC_aajtak_vid1,Which state is this news from,373,2026-05-22T08:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #2,0.0,neutral
UC_aajtak_vid1,Finally someone explaining this clearly,90,2026-05-27T18:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #2,0.481,positive
UC_aajtak_vid1,Finally someone explaining this clearly,71,2026-05-19T03:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #2,0.481,positive
UC_aajtak_vid1,What time did this happen,305,2026-05-12T12:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #2,0.0,neutral
UC_aajtak_vid1,Which state is this news from,190,2026-05-24T05:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #2,0.0,neutral
UC_aajtak_vid1,First comment,88,2026-06-21T02:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #2,0.0,neutral
UC_aajtak_vid1,Can someone summarize this in short,186,2026-05-07T15:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #2,0.0,neutral
UC_aajtak_vid2,What time did this happen,254,2026-06-19T09:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.0,neutral
UC_aajtak_vid2,Stop spreading fear for views,465,2026-05-10T10:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,-0.6597,negative
UC_aajtak_vid2,"This is so biased, disappointing",401,2026-07-01T08:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,-0.7367,negative
UC_aajtak_vid2,Thanks for the honest update on this,17,2026-05-16T14:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.7351,positive
UC_aajtak_vid2,What time did this happen,276,2026-06-07T23:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.0,neutral
UC_aajtak_vid2,"Clickbait title, video says nothing new",80,2026-06-26T18:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.0,neutral
UC_aajtak_vid2,"Clickbait title, video says nothing new",47,2026-06-06T16:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.0,neutral
UC_aajtak_vid2,Thanks for the honest update on this,237,2026-06-06T01:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.7351,positive
UC_aajtak_vid2,"Anchor is shouting again, unwatchable",414,2026-05-23T18:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.0,neutral
UC_aajtak_vid2,"Waste of time, no real information",460,2026-05-06T10:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,-0.6124,negative
UC_aajtak_vid2,Best explainer I have seen on this topic,187,2026-05-23T21:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.6369,positive
UC_aajtak_vid2,"Waste of time, no real information",252,2026-05-16T00:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,-0.6124,negative
UC_aajtak_vid2,Finally someone explaining this clearly,263,2026-06-24T14:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.481,positive
UC_aajtak_vid2,"Great reporting, very balanced coverage",380,2026-06-25T20:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.6249,positive
UC_aajtak_vid2,"Anchor is shouting again, unwatchable",53,2026-06-17T11:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.0,neutral
UC_aajtak_vid2,This channel actually does its research,168,2026-05-18T04:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.0,neutral
UC_aajtak_vid2,"Anchor is shouting again, unwatchable",264,2026-05-27T10:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.0,neutral
UC_aajtak_vid2,Can someone summarize this in short,167,2026-06-05T07:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.0,neutral
UC_aajtak_vid2,"Anchor is shouting again, unwatchable",377,2026-05-04T17:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,0.0,neutral
UC_aajtak_vid2,"Waste of time, no real information",323,2026-06-29T12:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #3,-0.6124,negative
UC_aajtak_vid3,What time did this happen,73,2026-05-23T17:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.0,neutral
UC_aajtak_vid3,Can someone summarize this in short,82,2026-06-07T08:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.0,neutral
UC_aajtak_vid3,Thanks for the honest update on this,247,2026-05-09T07:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.7351,positive
UC_aajtak_vid3,Best explainer I have seen on this topic,207,2026-06-04T12:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.6369,positive
UC_aajtak_vid3,Stop spreading fear for views,279,2026-06-04T15:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,-0.6597,negative
UC_aajtak_vid3,"Anchor is shouting again, unwatchable",473,2026-06-11T08:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.0,neutral
UC_aajtak_vid3,Can someone summarize this in short,130,2026-06-11T03:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.0,neutral
UC_aajtak_vid3,First comment,339,2026-06-25T21:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.0,neutral
UC_aajtak_vid3,Watching this in 2026,134,2026-06-28T07:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.0,neutral
UC_aajtak_vid3,"This is so biased, disappointing",493,2026-05-29T14:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,-0.7367,negative
UC_aajtak_vid3,Thanks for the honest update on this,424,2026-06-25T15:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.7351,positive
UC_aajtak_vid3,Stop spreading fear for views,64,2026-05-08T07:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,-0.6597,negative
UC_aajtak_vid3,"Waste of time, no real information",283,2026-05-03T16:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,-0.6124,negative
UC_aajtak_vid3,Watching this in 2026,93,2026-06-07T02:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.0,neutral
UC_aajtak_vid3,Finally someone explaining this clearly,397,2026-07-01T12:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.481,positive
UC_aajtak_vid3,Stop spreading fear for views,269,2026-05-25T14:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,-0.6597,negative
UC_aajtak_vid3,"Anchor is shouting again, unwatchable",268,2026-06-29T01:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.0,neutral
UC_aajtak_vid3,"Clickbait title, video says nothing new",355,2026-05-03T02:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.0,neutral
UC_aajtak_vid3,Finally someone explaining this clearly,51,2026-05-20T13:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.481,positive
UC_aajtak_vid3,"Anchor is shouting again, unwatchable",115,2026-05-09T20:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #4,0.0,neutral
UC_aajtak_vid4,Best explainer I have seen on this topic,217,2026-05-09T12:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.6369,positive
UC_aajtak_vid4,Thanks for the honest update on this,151,2026-06-08T02:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.7351,positive
UC_aajtak_vid4,First comment,239,2026-06-12T14:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.0,neutral
UC_aajtak_vid4,Stop spreading fear for views,0,2026-06-28T10:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,-0.6597,negative
UC_aajtak_vid4,Stop spreading fear for views,106,2026-05-03T19:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,-0.6597,negative
UC_aajtak_vid4,"This is so biased, disappointing",30,2026-05-15T05:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,-0.7367,negative
UC_aajtak_vid4,Thanks for the honest update on this,421,2026-06-22T11:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.7351,positive
UC_aajtak_vid4,"Clickbait title, video says nothing new",330,2026-06-06T06:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.0,neutral
UC_aajtak_vid4,"Clickbait title, video says nothing new",427,2026-06-10T16:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.0,neutral
UC_aajtak_vid4,This channel actually does its research,71,2026-05-06T06:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.0,neutral
UC_aajtak_vid4,Best explainer I have seen on this topic,483,2026-05-20T14:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.6369,positive
UC_aajtak_vid4,Finally someone explaining this clearly,344,2026-06-15T08:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.481,positive
UC_aajtak_vid4,"Great reporting, very balanced coverage",266,2026-06-13T02:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.6249,positive
UC_aajtak_vid4,Best explainer I have seen on this topic,241,2026-06-17T21:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.6369,positive
UC_aajtak_vid4,"This is so biased, disappointing",277,2026-05-15T23:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,-0.7367,negative
UC_aajtak_vid4,"This is so biased, disappointing",450,2026-05-14T19:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,-0.7367,negative
UC_aajtak_vid4,Stop spreading fear for views,486,2026-06-30T06:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,-0.6597,negative
UC_aajtak_vid4,Which state is this news from,57,2026-05-23T04:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.0,neutral
UC_aajtak_vid4,"Clickbait title, video says nothing new",448,2026-05-17T20:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.0,neutral
UC_aajtak_vid4,First comment,388,2026-06-14T11:48:53Z,UC_aajtak,mainstream_news,Explainer: Aaj Tak Coverage #5,0.0,neutral
UC_aajtak_vid5,"This is so biased, disappointing",374,2026-05-24T23:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,-0.7367,negative
UC_aajtak_vid5,Can someone summarize this in short,445,2026-05-08T21:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.0,neutral
UC_aajtak_vid5,"Waste of time, no real information",215,2026-06-28T22:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,-0.6124,negative
UC_aajtak_vid5,This channel actually does its research,431,2026-05-16T19:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.0,neutral
UC_aajtak_vid5,This channel actually does its research,327,2026-05-31T08:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.0,neutral
UC_aajtak_vid5,Stop spreading fear for views,182,2026-06-27T18:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,-0.6597,negative
UC_aajtak_vid5,Thanks for the honest update on this,124,2026-05-26T03:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.7351,positive
UC_aajtak_vid5,Thanks for the honest update on this,340,2026-06-15T15:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.7351,positive
UC_aajtak_vid5,First comment,287,2026-05-25T00:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.0,neutral
UC_aajtak_vid5,"Anchor is shouting again, unwatchable",445,2026-05-03T21:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.0,neutral
UC_aajtak_vid5,"Anchor is shouting again, unwatchable",55,2026-05-25T22:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.0,neutral
UC_aajtak_vid5,Watching this in 2026,48,2026-06-25T11:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.0,neutral
UC_aajtak_vid5,"Anchor is shouting again, unwatchable",215,2026-05-11T06:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.0,neutral
UC_aajtak_vid5,"This is so biased, disappointing",177,2026-05-22T04:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,-0.7367,negative
UC_aajtak_vid5,Watching this in 2026,442,2026-05-30T17:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.0,neutral
UC_aajtak_vid5,First comment,342,2026-05-05T18:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.0,neutral
UC_aajtak_vid5,Finally someone explaining this clearly,12,2026-05-23T08:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.481,positive
UC_aajtak_vid5,Thanks for the honest update on this,410,2026-06-30T19:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.7351,positive
UC_aajtak_vid5,Stop spreading fear for views,183,2026-05-10T21:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,-0.6597,negative
UC_aajtak_vid5,"Clickbait title, video says nothing new",141,2026-06-04T17:48:53Z,UC_aajtak,mainstream_news,Crime News: Aaj Tak Coverage #6,0.0,neutral
UC_aajtak_vid6,Stop spreading fear for views,393,2026-05-13T13:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,-0.6597,negative
UC_aajtak_vid6,Best explainer I have seen on this topic,331,2026-06-11T19:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.6369,positive
UC_aajtak_vid6,Stop spreading fear for views,399,2026-05-11T13:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,-0.6597,negative
UC_aajtak_vid6,What time did this happen,170,2026-06-09T23:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.0,neutral
UC_aajtak_vid6,"Clickbait title, video says nothing new",162,2026-05-10T09:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.0,neutral
UC_aajtak_vid6,"Great reporting, very balanced coverage",327,2026-06-07T08:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.6249,positive
UC_aajtak_vid6,"Clickbait title, video says nothing new",387,2026-06-08T12:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.0,neutral
UC_aajtak_vid6,Thanks for the honest update on this,179,2026-06-11T04:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.7351,positive
UC_aajtak_vid6,Can someone summarize this in short,491,2026-06-22T08:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.0,neutral
UC_aajtak_vid6,Finally someone explaining this clearly,297,2026-06-13T02:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.481,positive
UC_aajtak_vid6,"Anchor is shouting again, unwatchable",151,2026-05-15T01:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.0,neutral
UC_aajtak_vid6,"Waste of time, no real information",316,2026-05-19T16:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,-0.6124,negative
UC_aajtak_vid6,"Great reporting, very balanced coverage",364,2026-05-24T21:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.6249,positive
UC_aajtak_vid6,Stop spreading fear for views,74,2026-05-18T08:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,-0.6597,negative
UC_aajtak_vid6,"Waste of time, no real information",68,2026-05-05T06:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,-0.6124,negative
UC_aajtak_vid6,This channel actually does its research,314,2026-05-27T16:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.0,neutral
UC_aajtak_vid6,"Clickbait title, video says nothing new",226,2026-05-11T17:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.0,neutral
UC_aajtak_vid6,Finally someone explaining this clearly,341,2026-06-15T18:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.481,positive
UC_aajtak_vid6,"Clickbait title, video says nothing new",125,2026-05-07T11:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.0,neutral
UC_aajtak_vid6,"Clickbait title, video says nothing new",74,2026-07-02T09:48:53Z,UC_aajtak,mainstream_news,Court Verdict: Aaj Tak Coverage #7,0.0,neutral
UC_aajtak_vid7,"Great reporting, very balanced coverage",439,2026-05-24T03:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.6249,positive
UC_aajtak_vid7,First comment,284,2026-05-28T00:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.0,neutral
UC_aajtak_vid7,Finally someone explaining this clearly,434,2026-05-30T00:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.481,positive
UC_aajtak_vid7,"Anchor is shouting again, unwatchable",454,2026-05-06T06:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.0,neutral
UC_aajtak_vid7,Stop spreading fear for views,411,2026-05-12T10:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,-0.6597,negative
UC_aajtak_vid7,Stop spreading fear for views,460,2026-05-04T11:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,-0.6597,negative
UC_aajtak_vid7,Stop spreading fear for views,39,2026-05-19T14:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,-0.6597,negative
UC_aajtak_vid7,"Clickbait title, video says nothing new",407,2026-05-29T00:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.0,neutral
UC_aajtak_vid7,Best explainer I have seen on this topic,362,2026-06-02T01:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.6369,positive
UC_aajtak_vid7,"Anchor is shouting again, unwatchable",116,2026-05-17T07:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.0,neutral
UC_aajtak_vid7,"Anchor is shouting again, unwatchable",420,2026-06-18T04:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.0,neutral
UC_aajtak_vid7,"Great reporting, very balanced coverage",235,2026-05-24T04:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.6249,positive
UC_aajtak_vid7,"Waste of time, no real information",33,2026-06-22T18:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,-0.6124,negative
UC_aajtak_vid7,"Anchor is shouting again, unwatchable",332,2026-06-29T07:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.0,neutral
UC_aajtak_vid7,"Clickbait title, video says nothing new",32,2026-05-20T07:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.0,neutral
UC_aajtak_vid7,This channel actually does its research,291,2026-06-15T19:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.0,neutral
UC_aajtak_vid7,Best explainer I have seen on this topic,251,2026-06-04T20:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.6369,positive
UC_aajtak_vid7,Can someone summarize this in short,202,2026-06-18T21:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.0,neutral
UC_aajtak_vid7,"Anchor is shouting again, unwatchable",356,2026-05-20T09:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.0,neutral
UC_aajtak_vid7,"Anchor is shouting again, unwatchable",408,2026-05-07T02:48:53Z,UC_aajtak,mainstream_news,Cricket: Aaj Tak Coverage #8,0.0,neutral
UC_aajtak_vid8,Can someone summarize this in short,392,2026-05-28T21:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #9,0.0,neutral
UC_aajtak_vid8,"This is so biased, disappointing",497,2026-05-24T17:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #9,-0.7367,negative
UC_aajtak_vid8,Stop spreading fear for views,300,2026-06-25T16:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #9,-0.6597,negative
UC_aajtak_vid8,"Anchor is shouting again, unwatchable",211,2026-05-17T13:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #9,0.0,neutral
UC_aajtak_vid8,"Clickbait title, video says nothing new",307,2026-05-14T13:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #9,0.0,neutral
UC_aajtak_vid8,What time did this happen,332,2026-05-04T03:48:53Z,UC_aajtak,mainstream_news,Foreign Policy: Aaj Tak Coverage #9,0.0,neutral
